plate_id,ph_buffer,moist_soil_mass_g,vol_buffer_slurry_ml,substrates,tin,tin_moist,tin_dry,time_soil_added,time_naoh_added,time_plate_read
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
